text	label
Kwaku Ananse, das Spinnenmännchen,	gelassen
ärgerte sich schon seit vielen Jahren darüber, dass es auf der Welt so viele weise Menschen gab.	verärgert
Er beschloss deshalb, alle Weisheit der Erde zu sammeln und für sich und seine Nachkommen aufzubewahren.	bereit
Er machte sich auf den Weg, bereiste alle Länder und sammelte jedes kleinste Stückchen Weisheit ein.	vertrauend
Er befragte alle Menschen und Tiere, flüsterte ihr Wissen leise in einen großen Krug und füllte ihn bis zum Rand.	gelassen
Behutsam legte Kwaku Ananse den Deckel darauf und band ihn gut fest.	achtsam
begann Kwaku Ananse darüber nachzudenken, wo er den Krug mit der Weisheit aufbewahren könnte.	nachdenklich
Schließlich kam er zu dem Entschluss, den kostbaren Schatz auf die höchste Palme zu tragen und dort zwischen den Zweigen zu verstecken.	begeistert
Er würde den Krug gut festbinden,	vertrauend
und dort oben wäre er so versteckt, dass ihn niemand sehen könnte.	froh
Es würde ja auch niemand vermuten, dass die ganze Weisheit der Welt sich auf einem Kazaurabaum in einem Dorf befinden könnte.	nachdenklich
Kwaku Ananse band sich also den Krug vor den Bauch,	gelassen
hing sich eine lange Schlingpflanze über die Schulter und begann, langsam den Baum hinaufzuklettern.	achtsam
Da der Krug sehr groß und sehr schwer war, musste sich Kwaku Ananse ordentlich anstrengen.	besorgt
Vorsichtig setzte er ein Bein vor das andere und kletterte den schwankenden Baum hinauf.	ängstlich
Als er so kletterte, merkte er plötzlich,	erstaunt
dass sich das Band, mit dem er den Krug vor seinem Bauch angebunden hatte, lockerte.	erschrocken
Also hielt er den Krug mit beiden Beinen fest.	verärgert
Nun war das Klettern aber noch schwieriger geworden.	gereizt
Er entschloss sich, eine kurze Rast zu machen.	betrübt
So mühte sich Kwaku Ananse drei Tage lang vergeblich, die gesammelte Weisheit in die Äste des alten Kazaurabaumes zu bringen.	betrübt
Trotz seiner Schmerzen und trotz seines großen Hungers, kämpfte er verbissen weiter.	gereizt
Plötzlich blickte er hinunter zum Fuß des Baums und sah dort seinen jüngsten Sohn,	überrascht
der sich vor Lachen den Bauch hielt.	verärgert
Da wurde er zornig und rief hinunter:	verärgert
Sage mir, Vater, wenn du die ganze Weisheit der Welt in Sicherheit bringen willst, warum trägst du sie dann vor dem Bauch und nicht auf dem Rücken?	neugierig
Das wäre doch viel einfacher und bequemer!	vertrauend
Ich dachte, ich hätte alle Weisheit dieser Welt in meinem Krug eingefangen,	gereizt
und jetzt sehe ich, dass es immer noch klügere Leute als mich gibt.	traurig
Plötzlich fühlte er, dass der Krug unter dem Band durchglitt.	überrascht
Mit einem Arm ließ sich das Gefäß nicht mehr halten und stürzte in die Tiefe.	betrübt
Es prallte auf den harten Boden auf und zerbrach in tausend Stücke.	traurig
Kwaku Ananse blickte wie erstarrt hinunter und sah, wie die ganze Weisheit der Welt in kleinen Bächen davonfloss und begann,	betrübt
Von allen Seiten kamen die Menschen herbeigelaufen und hielten große und kleine Holzschalen in der Hand.	froh
Manche hatten in der Eile auch nur ein Blatt abgerissen oder auch nur einen Suppenlöffel mitgebracht.	begeistert
Sie alle versuchten, so viel wie möglich von der ausfließenden Weisheit zu erwischen.	froh
ahnte bereits, dass für ihn selbst kaum ein Restchen übrigbleiben würde.	traurig
So kam es, dass die Weisheit unter den Menschen so ungleich verteilt ist.	gelassen
Und Kwaku Ananse?	traurig
“Lukas, wir haben noch eine Bestellung“ ruft mein Chef. 	gelassen
Ich seufze und schaue auf mein Handy „puh schon 23 Uhr, eigentlich hätte ich jetzt Feierabend“.	gereizt
Genervt setze ich mich in mein Auto, deponiere die Pizzen auf dem Beifahrersitz und tippe die Adresse in das Navi ein. 	verärgert
Das ist eher unüblich.	erstaunt
Ich denke mir nichts dabei und fahre los.	gelassen
Die Straßen sind so gut wie leer, deshalb komme ich sehr gut und schnell durch. 	gelassen
Ich erreiche den äußeren Teil der Stadt, der durch große Anbauflächen und Wälder geprägt ist. 	gelassen
Ich schaue aus dem Beifahrerfenster.	besorgt
Mir läuft ein Schauer den Rücken hinunter, wenn ich daran denke, dort entlang zu fahren.	ängstlich
Ich biege ab.	besorgt
Mein Wagen schaukelt mit jedem Meter hin und her, dazu das Geräusch des Schotters	besorgt
An manchen Stellen sind so tiefe Löcher, dass die Frontschürze meines Autos am Boden schleift.	besorgt
Zu diesem Zeitpunkt mache ich mir mehr Gedanken um mein Auto als um die Umgebung.	besorgt
Ein großes Einfamilienhaus im älteren Baustil, perfektes Szenario für einen Horrorfilm, denke ich mir. 	ängstlich
Ich nehme die Pizzen und steige aus.	neutral
Alle Lichter sind aus.	ängstlich
Ich runzle Stirn und checke nochmal die Notiz mit der Adresse.	verwirrt
Die Adresse stimmt soweit.	verwirrt
Achselzuckend schließe ich die Autotür und nehme die Pizzen.	bereit
An der Haustür angekommen, bemerke ich, dass keine Klingel vorhanden ist, also klopfe ich laut.  	neutral
Ich klopfe nochmal und rufe: “Ihre Pizza ist hier!”.	ängstlich
Nach 10 Sekunden klopfe ich nochmal und horche an der Tür.	verwirrt
Bevor ich wieder umkehre, riskiere ich einen Blick durch das Fenster neben der Tür. 	neugierig
Ich kann Umrisse einer Küche erkennen.	neutral
Meine Blicke schweifen hin und her, um irgendwas ausfindig zu machen. 	neugierig
Auf einmal steht eine Frau im Türrahmen gegenüber des Fensters.	erschrocken
Mir gefriert das Blut in den Adern.	erschrocken
Ich bin mir sicher, dass sie vorher nicht da stand.	erschrocken
Das einzige, was man richtig erkennen kann, ist ihr Gesicht.	erschrocken
Ihre Augen… niemand kann seine Augen so weit offen halten!	erschrocken
Und dieses grässliche Lächeln…	erschrocken
Es ist unmöglich so auszusehen.	erschrocken
Das ist kein Mensch.	erschrocken
Ich stehe immer noch wie angewurzelt da.	erschrocken
Das Lächeln wurde immer breiter und grässlicher.	erschrocken
Es ist so breit, dass die Haut am Mund reißt.	erschrocken
Ich lasse die Pizzen fallen und renne sofort zum Auto.	erschrocken
Ich suche verzweifelt mein Handy, aber kann es nirgends finden.	ängstlich
Der Wagen will immer noch nicht anspringen, was soll ich nur tun? 	ängstlich
Endlich finde ich mein Handy und rufe die Polizei.	froh
Ich erkläre ihnen meine Situation und der Beamte meint, dass ein Streifenwagen auf dem Weg ist und ich mich in dem Wagen verbarrikadieren soll.	ängstlich
Ich verschließe die Türen und bleibe auf Wunsch am Handy.	ängstlich
Ich atme tief ein und aus.	ängstlich
Ich lehne mich zurück und schließe meine Augen.	ängstlich
Plötzlich widerfährt mich ein stechender Schmerz.	erschrocken
Etwas Spitzes durchbohrt meinen Rücken.	erschrocken
Ich schreie vor Schmerz und lasse das Handy fallen.	erschrocken
Dieses grässliche Lächeln auf meinem Rücksitz.	erschrocken
Es durchbohrt weiter meinen Rücken.	erschrocken
“Hallo?!	besorgt
Sind sie noch da?!”.	besorgt
Der Schmerz ist unerträglich.	erschrocken
Und mit einem Ruck durchdringt es meinen kompletten Brustkorb.	erschrocken
Blutverschmiert dreht sie sich noch ein letztes Mal zu mir um und da ist es wieder, dieses verdammte Lächeln.	erschrocken
Eine Landmaus hatte ihre Freundin, eine Stadtmaus, 	bereit
zu sich eingeladen und empfing sie in ihrer sehr bescheidenen Wohnung aufs freundlichste.	froh
Um ihren Mangel der sehr verwöhnten Städterin nicht merken zu lassen, 	bereit
hatte sie alles, was das Landleben Gutes bot, herbeigeschafft und aufgetischt. 	bereit
Da waren frische Erbsen, getrocknete Traubenkerne, Hafer und auch ein Stückchen Speck, 	froh
wovon die Landmaus nur bei außergewöhnlichen Gelegenheiten aß.	froh
ihrer Freundin unablässig zuzusprechen.	froh
Aber die Stadtmaus, durch die vielen gewohnten Leckereien verwöhnt, beroch und benagte die Speisen nur sehr wenig	überrascht
und stellte sich der Höflichkeit halber so, als wenn es ihr schmecke, 	vertrauend
""Du bist eine recht große Törin"", sprach sie zu ihr, 	angewidert
""dass du hier so kümmerlich dein Leben fristest, während du es in der Stadt so glänzend führen könntest wie ich.  	angewidert
Schnell hatten sie die Stadt erreicht, und die Städterin führte sie nun in einen Palast, 	bereit
in welchem sie sich hauptsächlich aufzuhalten pflegte;	bereit
Die Stadtmaus führte ihre Freundin nun zu einem prachtvollen, mit Damast überzogenen Sessel, 	vertrauend
