text	label
Kwaku Ananse, das Spinnenmännchen,	gelassen
ärgerte sich schon seit vielen Jahren darüber, dass es auf der Welt so viele weise Menschen gab.	verärgert
Er beschloss deshalb, alle Weisheit der Erde zu sammeln und für sich und seine Nachkommen aufzubewahren.	bereit
Er machte sich auf den Weg, bereiste alle Länder und sammelte jedes kleinste Stückchen Weisheit ein.	vertrauend
Er befragte alle Menschen und Tiere, flüsterte ihr Wissen leise in einen großen Krug und füllte ihn bis zum Rand.	gelassen
Behutsam legte Kwaku Ananse den Deckel darauf und band ihn gut fest.	achtsam
Nachdem er wieder in seine Heimat zurückgekehrt war,	gelassen
begann Kwaku Ananse darüber nachzudenken, wo er den Krug mit der Weisheit aufbewahren könnte.	nachdenklich
Schließlich kam er zu dem Entschluss, den kostbaren Schatz auf die höchste Palme zu tragen und dort zwischen den Zweigen zu verstecken.	begeistert
Er würde den Krug gut festbinden,	vertrauend
und dort oben wäre er so versteckt, dass ihn niemand sehen könnte.	froh
Es würde ja auch niemand vermuten, dass die ganze Weisheit der Welt sich auf einem Kazaurabaum in einem Dorf befinden könnte.	nachdenklich
Kwaku Ananse band sich also den Krug vor den Bauch,	gelassen
Da der Krug sehr groß und sehr schwer war, musste sich Kwaku Ananse ordentlich anstrengen.	besorgt
Vorsichtig setzte er ein Bein vor das andere und kletterte den schwankenden Baum hinauf.	ängstlich
Als er so kletterte, merkte er plötzlich,	erstaunt
Nun war das Klettern aber noch schwieriger geworden.	gereizt
Er entschloss sich, eine kurze Rast zu machen.	betrübt
So mühte sich Kwaku Ananse drei Tage lang vergeblich, die gesammelte Weisheit in die Äste des alten Kazaurabaumes zu bringen.	betrübt
Trotz seiner Schmerzen und trotz seines großen Hungers, kämpfte er verbissen weiter.	gereizt
Plötzlich blickte er hinunter zum Fuß des Baums und sah dort seinen jüngsten Sohn,	überrascht
der sich vor Lachen den Bauch hielt.	verärgert
Da wurde er zornig und rief hinunter:	verärgert
Sohn, warum lachst du deinen Vater aus, der sich so anstrengt, die ganze Weisheit der Welt in Sicherheit zu bringen?	verärgert
Da lachte der Junge noch mehr und rief zu Kwaku Ananse hinauf:	froh
Sage mir, Vater, wenn du die ganze Weisheit der Welt in Sicherheit bringen willst, warum trägst du sie dann vor dem Bauch und nicht auf dem Rücken?	neugierig
Das wäre doch viel einfacher und bequemer!	vertrauend
Kwaku Ananse ärgerte sich über seine eigene Dummheit und die Worte seines Sohnes so sehr, dass er ohne zu überlegen einen Arm vom Kürbis nahm und die Hand wütend zur Faust ballte.	verärgert
Ich dachte, ich hätte alle Weisheit dieser Welt in meinem Krug eingefangen,	gereizt
Plötzlich fühlte er, dass der Krug unter dem Band durchglitt.	überrascht
Es prallte auf den harten Boden auf und zerbrach in tausend Stücke.	traurig
Kwaku Ananse blickte wie erstarrt hinunter und sah, wie die ganze Weisheit der Welt in kleinen Bächen davonfloss und begann,	betrübt
langsam in der Erde zu versickern.	traurig
Manche hatten in der Eile auch nur ein Blatt abgerissen oder auch nur einen Suppenlöffel mitgebracht.	begeistert
Sie alle versuchten, so viel wie möglich von der ausfließenden Weisheit zu erwischen.	froh
Kwaku Ananse aber, der langsam begann, den Baum hinunterzuklettern,	achtsam
ahnte bereits, dass für ihn selbst kaum ein Restchen übrigbleiben würde.	traurig
Die einen haben viel davon, die anderen wenig.	traurig
Der ging diesmal leer aus.	traurig
Ich seufze und schaue auf mein Handy „puh schon 23 Uhr, eigentlich hätte ich jetzt Feierabend“.	gereizt
Genervt setze ich mich in mein Auto, deponiere die Pizzen auf dem Beifahrersitz und tippe die Adresse in das Navi ein. 	verärgert
Ich staune, knapp 20 Kilometer entfernt.	erstaunt
Das ist eher unüblich.	erstaunt
Ich denke mir nichts dabei und fahre los.	gelassen
Die Straßen sind so gut wie leer, deshalb komme ich sehr gut und schnell durch. 	gelassen
Ich erreiche den äußeren Teil der Stadt, der durch große Anbauflächen und Wälder geprägt ist. 	gelassen
Die Landstraßen sind still und dunkel, fast schon unheimlich. 	ängstlich
Mein Navi zeigt mir an, dass ich rechts auf einen Waldweg abbiegen soll. 	besorgt
Ich schaue aus dem Beifahrerfenster.	besorgt
Ein dichter und dunkler Wald, wo ein Schotterweg tiefer in das Dunkle hineinführt. 	besorgt
Mir läuft ein Schauer den Rücken hinunter, wenn ich daran denke, dort entlang zu fahren.	ängstlich
Ich biege ab.	besorgt
Mein Wagen schaukelt mit jedem Meter hin und her, dazu das Geräusch des Schotters	besorgt
Zu diesem Zeitpunkt mache ich mir mehr Gedanken um mein Auto als um die Umgebung.	besorgt
Ein großes Einfamilienhaus im älteren Baustil, perfektes Szenario für einen Horrorfilm, denke ich mir. 	ängstlich
Ich fahre zur Haustür und stelle meinen Motor ab.	neutral
Bevor ich die Tür schließe, lege ich die Pizzen auf das Dach und inspiziere nochmal das Haus. 	ängstlich
Alle Lichter sind aus.	ängstlich
Ich runzle Stirn und checke nochmal die Notiz mit der Adresse.	verwirrt
Die Adresse stimmt soweit.	verwirrt
Achselzuckend schließe ich die Autotür und nehme die Pizzen.	bereit
An der Haustür angekommen, bemerke ich, dass keine Klingel vorhanden ist, also klopfe ich laut.  	neutral
Stille.	ängstlich
Ich klopfe nochmal und rufe: “Ihre Pizza ist hier!”.	ängstlich
Nach 10 Sekunden klopfe ich nochmal und horche an der Tür.	verwirrt
Schritte - Ich könnte schwören, ich habe Schritte gehört.	verwirrt
Bevor ich wieder umkehre, riskiere ich einen Blick durch das Fenster neben der Tür. 	neugierig
Meine Blicke schweifen hin und her, um irgendwas ausfindig zu machen. 	neugierig
Mir gefriert das Blut in den Adern.	erschrocken
Ich bin mir sicher, dass sie vorher nicht da stand.	erschrocken
Das einzige, was man richtig erkennen kann, ist ihr Gesicht.	erschrocken
Ihre Augen… niemand kann seine Augen so weit offen halten!	erschrocken
Das ist unmöglich!	erschrocken
Es ist unmöglich so auszusehen.	erschrocken
Das ist kein Mensch.	erschrocken
Ich stehe immer noch wie angewurzelt da.	erschrocken
Das Lächeln wurde immer breiter und grässlicher.	erschrocken
Es ist so breit, dass die Haut am Mund reißt.	erschrocken
Ich lasse die Pizzen fallen und renne sofort zum Auto.	erschrocken
Der Motor springt nicht an, ich versuche es immer wieder und werde bei jedem neuen Schlüsseldrehen panischer. 	ängstlich
Mein Herz rast so schnell, wie noch nie zuvor.	ängstlich
Der Wagen will immer noch nicht anspringen, was soll ich nur tun? 	ängstlich
Endlich finde ich mein Handy und rufe die Polizei.	froh
Ich erkläre ihnen meine Situation und der Beamte meint, dass ein Streifenwagen auf dem Weg ist und ich mich in dem Wagen verbarrikadieren soll.	ängstlich
“Der Streifenwagen ist gleich bei Ihnen, beruhigen Sie sich.”, sagt er mit einer sanften Stimme.	gelassen
Etwas Spitzes durchbohrt meinen Rücken.	erschrocken
Ich schreie vor Schmerz und lasse das Handy fallen.	erschrocken
Da ist es wieder.	erschrocken
Dieses grässliche Lächeln auf meinem Rücksitz.	erschrocken
“Hallo?!	besorgt
Sind sie noch da?!”.	besorgt
Der Schmerz ist unerträglich.	erschrocken
Und mit einem Ruck durchdringt es meinen kompletten Brustkorb.	erschrocken
Mein ganzer Körper erschlafft und ich höre, wie sich die Tür öffnet.	erschrocken
Mit letzter Kraft starre ich in den Rückspiegel und sehe wie sie davon läuft.	erschrocken
Blutverschmiert dreht sie sich noch ein letztes Mal zu mir um und da ist es wieder, dieses verdammte Lächeln.	erschrocken
Um ihren Mangel der sehr verwöhnten Städterin nicht merken zu lassen, 	bereit
hatte sie alles, was das Landleben Gutes bot, herbeigeschafft und aufgetischt. 	bereit
Da waren frische Erbsen, getrocknete Traubenkerne, Hafer und auch ein Stückchen Speck, 	froh
Mit großer Genugtuung überschaute sie ihre Tafel und unterließ nicht, 	froh
Aber die Stadtmaus, durch die vielen gewohnten Leckereien verwöhnt, beroch und benagte die Speisen nur sehr wenig	überrascht
konnte aber doch nicht umhin die Gastgeberin merken zu lassen, dass alles sehr wenig nach ihrem Geschmack gewesen sei.  	angewidert
""dass du hier so kümmerlich dein Leben fristest, während du es in der Stadt so glänzend führen könntest wie ich.  	angewidert
Gehe mit mir in die Stadt unter Menschen, dort hast du Vergnügen und Überfluss."" 	froh
